name,phone,website,rating,reviews_count,address,maps_url,place_id,top_review,found_via,likely_noise
"Unimoni Financial Services Ltd, Ludhiana",075940 02509,https://ludhiana.unimoni.in/?utm_source=Google_GMB&utm_medium=GMB_Microsite&utm_campaign=Organic,4.9,649,"Ground Floor, SCO 136, Feroz Gandhi Market, Jila Kacheri Area, Model Gram, Ludhiana, Punjab 141001, India",https://maps.google.com/?cid=14410605330447390466,ChIJH2-UurmDGjkRAteqhzLB_Mc,"The staff is really kind and helpful. They're really great at their job. They made my work really smooth and offered their help for everything I needed be it money exchange, forex card, insurance and ",buy bitcoin Ludhiana,
"Unimoni Financial Services Ltd, Varanasi",075940 03088,https://varanasi.unimoni.in/?utm_source=Google_GMB&utm_medium=GMB_Microsite&utm_campaign=Organic,4.8,632,"1st Floor, Khatri Card Pratham, Sigra Chauraha Rd, opp. Handloom House, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221002, India",https://maps.google.com/?cid=15242742039992138562,ChIJa6thgvItjjkRQvukOCAZidM,"Unimoni gave me the best deal on currency exchange in Varanasi. The staff were very friendly and supportive, explained everything clearly, and made the process smooth. Highly recommended for anyone lo",buy bitcoin Varanasi,
"Unimoni Financial Services Ltd, Patna",075940 02764,https://patna.unimoni.in/?utm_source=Google_GMB&utm_medium=GMB_Microsite&utm_campaign=Organic,4.9,524,"Ground Floor, No. G1, Exhibition Rd, Ali Nagar Colony, Salimpur Ahra, Golambar, Patna, Bihar 800001, India",https://maps.google.com/?cid=10244827091140594417,ChIJxSeSSBpZ7TkR8cq7wPXvLI4,Thanks for best visa services and card services . It's my first service with unimoni patna branch with help khushbu kumari singh doing well and help to us .all staff very good .,cryptocurrency exchange Patna,
Patna Forex and Travel Service Pvt Ltd,075438 94310,https://patnaforex.com/,4.8,467,"Shop No. 4 & 5, Exhibition Rd, South Gandhi Maidan, Raja Ji Salai, Lodipur, Patna, Bihar 800001, India",https://maps.google.com/?cid=11054818784565999651,ChIJRzyKV89Z7TkRIzhfFh2bapk,"This company deals in finance services, Western Union, and travel-related services. They offer competitive pricing with reliable and prompt service. The staff is professional, cooperative, and provide",cryptocurrency exchange Patna,YES
Shree Mohan money exchanger and consultants pvt. Ltd.- Foreign Exchange - Western Union Money Gram –Money Transfer,098241 06689,,5,439,"shop no 2, Aabhushan flats, Opp Shashtriagar BRTS, Bus stop, Hari park society, Naranpura, Ahmedabad, Gujarat 380013, India",https://maps.google.com/?cid=3430088076721178102,ChIJTcZ_R7OFXjkR9sVEse4emi8,"Fantastic service! The currency exchange was quick, friendly, and professional. The rates were better than other places I checked, and the staff answered all my questions. The process was smooth and t",cryptocurrency exchange Ahmedabad,YES
VOICE FOREX PVT LTD,092272 49291,http://www.voiceforex.com/,4.9,437,"FF-1, SHOP/SAROVER LAND MARK, GORDHANWADI CHAR RASTA, Ruksmani Park Society, Kankaria, Maninagar, Ahmedabad, Gujarat 380022, India",https://maps.google.com/?cid=7617289452758584309,ChIJ5zvVx8aFXjkR9UsBL2YMtmk,Third class answer system and owner is very rudely behaviour so pathetic way he talk and he see don't go there shop then he will be realised how to talk with customer.,cryptocurrency exchange Ahmedabad,YES
𝗫𝗘 𝗙𝗢𝗥𝗘𝗫 𝗕𝗨𝗥𝗘𝗔𝗨 𝗜𝗡𝗗𝗜𝗔 𝗣𝗩𝗧. 𝗟𝗧𝗗.,098260 40007,http://www.xeforex.in/,5,435,"E-3/45 C-4, TEN CROSS ROAD, E-3, Arera Colony, Bhopal, Madhya Pradesh 462016, India",https://maps.google.com/?cid=16269430771515225529,ChIJl-Jfa6lDfDkRuXX5aRahyOE,"I am truely impressed by the services of XE forex. The staff is very professional and friendly. They also provide competitive rates when it comes to forex. I highly recommend XE forex, for anyone who ",cryptocurrency exchange Bhopal,
Polo Forex Pvt. Ltd. - Currency Exchange.,098259 76263,https://poloforex.com/,4.9,418,"Sun Plaza Complex, Swastik Cross Road, Commerce College Rd, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009, India",https://maps.google.com/?cid=14421827614025442583,ChIJe5T5QPOEXjkRF-XnCc6fJMg,"good service. Staffs attitude was really nice and they were super helpful. Help to complete my work fast without wasting time...
And best rate for currency exchange..😊",cryptocurrency exchange Ahmedabad,YES
EBIXCASH World Money Limited | Bhopal,097707 67777,http://www.buyforex.com/,4.9,415,"V N V Plaza, Bank Street, Plot No 6, Service Rd, Anna Nagar, Zone-II, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011, India",https://maps.google.com/?cid=10761679640240296970,ChIJaXa7bV1CfDkRCpQTb50qWZU,"I have had an excellent experience with the Ebix Forex Globetrotter Card. Have been using it for over 3 years now. Their service was prompt, professional, and incredibly efficient. From card issuance ",cryptocurrency exchange Bhopal,
SVDR Forex,096506 14471,https://svdr-forex.grexa.site/,4.8,407,"Vyapar Kendra Market, UGF-179A, Block C2, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=8952808308602941373,ChIJ0cQyeRcZDTkRva9xALnDPnw,"Very near svdr forex ,I am very satisfied svdr forex services.better rate any other exchanges.",cryptocurrency exchange Delhi,YES
GVR Forex PVT LTD,099637 45645,,4.9,407,"47-11-29, Diamond Park Rd, Dondaparthy, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India",https://maps.google.com/?cid=7469336191056784946,ChIJeciNroFDOToRMq7oB7FpqGc,"There were no issues with currency exchange, but their behaviour with customers could be better (they were arrogant, and lack of proper response)",cryptocurrency exchange Visakhapatnam,YES
Jadwani Forex Pvt.Ltd NGP,082692 61700,http://jadwaniforex.com/,5,385,"Shop no 49, Jhansi Rani sqaure, Sanskrutik Sankul Complex, Sitabuldi, Nagpur, Maharashtra 440012, India",https://maps.google.com/?cid=15494826518731980308,ChIJA8_pp23B1DsRFH5SqZ-uCNc,Currency exchange process is very smooth and simple here. It took me less than 10 mins to get the exchange done. Staff is also very friendly and supportive.,bitcoin seller Nagpur,YES
MPACT FOREX PVT LTD - Ahmedabad - Foreign Currency Exchange,097259 78199,https://mpactforex.com/,4.9,379,"Shop-A/F-04, Vishva Residency, Gurukul Rd, nr. Visharam Nagar, Tarun Nagar Part 1, Memnagar, Ahmedabad, Gujarat 380052, India",https://maps.google.com/?cid=18074813449334193267,ChIJ763enu-FXjkRc3wEVRGj1vo,"I had a great experience with Mpact Forex Private Limited for currency exchange services. The process was smooth, transparent, and very professional, with competitive rates and no hidden charges. The ",cryptocurrency exchange Ahmedabad,YES
Forex World- Money Exchange Services,095825 05050,http://forex-world.in/,4.8,376,"Shop no. 29, 2nd, Baani Square, Pocket C, Mayfield Garden, Sector 50, Gurugram, Haryana 122018, India",https://maps.google.com/?cid=11761416064234342479,ChIJmaB2sp0ZDTkRT8hChJjxOKM,Never go to this forex exchange. They promise something and when you reach them they change price. Also if you want to sale currency Devinder quote price which is 20% less than other forex.. save your,cryptocurrency exchange Gurgaon,YES
Value Plus Money Changer Pvt Ltd.(Ghatlodia),084600 38380,,5,369,"C-20, shayona city shopping centre, Maharana Pratap Rd, Ghatlodiya, Chanakyapuri, Ahmedabad, Gujarat 380061, India",https://maps.google.com/?cid=1630560893753813955,ChIJoW9LXEyDXjkRw-vWaH7qoBY,We got good service and instant money exchanged,cryptocurrency exchange Ahmedabad,
Forex Expert Money Exchange Services,076786 73008,http://forexexperts.in/,5,342,"C-160, C Block, Pocket I, Mayfield Garden, Sector 47, Gurugram, Haryana 122018, India",https://maps.google.com/?cid=7568543544194267957,ChIJqUbupgQjDTkRNXvG6kDeCGk,The response from the owner was very polite .Service was prompt . Highly recommend them for forex exchange. No complaints at all.,cryptocurrency exchange Gurgaon,YES
"KIWI FOREX Pvt. Ltd.- Western Union, Currency Exchange, Money Transfer, CANADA/UK/USA/AUSTRALIA/EUR FEES Transfer - Ahmedabad",072269 25050,http://www.kiwiforex.in/,4.9,337,"SHANTI MALL, FF4, opp. Navrang Tower, above HDFC BANK, Visharam Nagar, Ghatlodiya, Memnagar, Ahmedabad, Gujarat 380061, India",https://maps.google.com/?cid=9384457572227739000,ChIJG6tCcBaDXjkReO1b4nBKPII,We are so pleased to have chosen the prompt and professional service provided by your company.  Highly recommended,cryptocurrency exchange Ahmedabad,YES
Adhrit Forex private limited,099111 22556,http://www.adhritforex.in/,4.9,313,"jaipuriya sunrise plaza E-BLOCK, SE 146, behind Jaipuria Mall, Ahinsa Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",https://maps.google.com/?cid=17645575697437873076,ChIJQcD4HHb7DDkRtNMMR5ut4fQ,Vikas was extremely helpful and efficient. He helped me get the currency quickly and made the entire process smooth and hassle-free. Really appreciate his support and responsiveness. Highly recommend!,cryptocurrency exchange Ghaziabad,YES
GlobalPay by WSFx,077188 74732,https://www.wsfxglobalpay.com/currency-exchange/vadodara,4.9,294,"105, Dwarkesh Complex, RC Dutt Rd, Vadiwadi, Vadodara, Gujarat 390007, India",https://maps.google.com/?cid=4042833780426510655,ChIJHWvzelnJXzkRP5FFSOcHGzg,"First time forex experience, more than 100% satisfaction, transperent and prompt services, true to commitments, user friendly WSFx App, the transaction turn around time is exceptionally minimal and fa",cryptocurrency exchange Vadodara,
Forexorr - The Smart Exchange (A Unit of Excelorr Service Private Limited),076700 11105,,4.9,284,"Mainaak Tower, 7A1, GS Rd, Christian Basti, Guwahati, Assam 781005, India",https://maps.google.com/?cid=13995247350143777753,ChIJJfp7OjBZWjcR2fsLoVAbOcI,"Excellent service! I initially contacted them through WhatsApp and received a super fast response. The staff was very professional and helpful throughout the process.
I exchanged INR to Thai Baht and ",cryptocurrency exchange Guwahati,
Namaha Forex - Money exchange And Currency exchange,096259 26822,https://namaha-forex.grexa.site/,5,273,"UGF.180 vyapar kendra market Sushant lok 1 sector 43, Vyapar Kendra Rd, Block C, Sushant Lok Phase I, market, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=7539357773296885080,ChIJ-zXhKGkZDTkRWN3wF_MtoWg,FAST SERVICE WITH GOOD RATE,buy bitcoin Gurgaon,YES
Chirayu Forex Pvt Ltd,070215 96061,,4.8,262,"502 , 5 th floor A wing ,Glacia Tower, Court Naka, Agyari Ln, near Jain Temple, Dhobi Ali, Charai, Thane West, Thane, Maharashtra 400601, India",https://maps.google.com/?cid=11901716577958959752,ChIJ4fhVFV-55zsRiBqfbitkK6U,It is always a pleasure to transact with Vishal for Forex. He ensure on best prices and timely delivery. He builds a bond of trust with his clients. Highly recommended !!,buy bitcoin Thane,YES
Naranjan Money Exchangers Pvt. ltd.,088603 72770,,4.9,255,"Faridabad Sector 16 Huda Market SCO 35 Shop No 03 sec 16, Near Total Nutrition, HUDA Staff Colony, Sector 16, Faridabad, Haryana 121002, India",https://maps.google.com/?cid=10577647098953348203,ChIJXarmg8bdDDkRazSOZP5Zy5I,"Very nice experience with Naranjan money exchanges pvt Ltd I hv change 1st time currency from here I hv got very cheap rate
Over here so recommended to change your currency from Naranjan money exchang",cryptocurrency exchange Faridabad,YES
Real Forex ! Currency Exchange ! Money Exchange,093104 36887,,5,247,"Shop No 15 F, Krishna apar Plaza, near Shipra mall, Vaibhav Khand, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",https://maps.google.com/?cid=4292305919793637838,ChIJvb26mCvlDDkRzimbEH5VkTs,Arrived past closing time yet was still provided service. Excellent rates as well. 5 stars truly deserved! Thanks,cryptocurrency exchange Ghaziabad,YES
GlobalPay by WSFx,089769 84619,https://www.wsfxglobalpay.com/currency-exchange/coimbatore,4.9,246,"1st floor, Esteem Complex, 702, Avinashi Rd, Race Course, Puliakulam, Coimbatore, Tamil Nadu 641018, India",https://maps.google.com/?cid=7261758763918014451,ChIJ1WAW3ONZqDsR87fpDx_zxmQ,Suresh handed over forex card and cash. He made the experience very smooth calling me in morning and reached my location on time with smiling face. Good service,cryptocurrency exchange Coimbatore,
COCHIN FOREX (P) LTD - WESTERN UNION,098477 05876,http://www.cochinforex.com/index.html,4.9,234,"2nd Floor, Peppermint Sadan, Mahatma Gandhi Rd, near Samsung Showroom, opposite South Indian Bank, Ravipuram, Perumanoor, Kochi, Kerala 682016, India",https://maps.google.com/?cid=14182269841074595962,ChIJ83muirlyCDsReqj8kUeL0cQ,"Jayachandran was very courteous and after having checked with a few popular exchanges, i got a better rate and a very remarkable service. Thnk you for the same. 🙏🏻🙏🏻🙏🏻",cryptocurrency exchange Kochi,YES
Onspot Currency Exchange -Western Union Ahmedabad,087804 44705,https://onspotforex.com/,4.9,219,"Titanium City Centre Mall, First floor, 122, near Seema Hall, Satellite, Ahmedabad, Gujarat 380015, India",https://maps.google.com/?cid=6812827917190600683,ChIJAcjmcSqFXjkR65cCEOUGjF4,"Very good service at Money Exchange. The rates are better compared to the market. The staff is polite and the process is quick and smooth. Overall, a very good experience.",cryptocurrency exchange Ahmedabad,YES
AKSHAY PATEL MONEY CHANGER - Foreign Currency Exchange - AHMEDABAD,090670 73476,,4.8,203,"1558, MOTIKHATRIWAD OPP:- SWAMINARAYAN TOWER, Saraspur, Ahmedabad, Gujarat 380018, India",https://maps.google.com/?cid=12705269710330881629,ChIJX-PoVQqFXjkRXWbNc3wvUrA,Very reasonable rate compared to the forex market. Best customer service. Very genuine. Condition of the Dollar Bills were excellent. Free Home Delivery Provide to Senior Citizen. Akshay Patel Underst,cryptocurrency exchange Ahmedabad,YES
Siroi Forex,098599 35550,http://www.siroiforex.com/,4.9,192,"VIP Rd, Six Mile, Guwahati, Assam 781022, India",https://maps.google.com/?cid=15175696566614487300,ChIJ4VXBf2tZWjcRBPErgJ_nmtI,Fast precise and very well behaved Manager. Will definitely use his services again.,cryptocurrency exchange Guwahati,YES
Faridabad Forex,098717 76666,,4.9,168,"SHOP NO S 25, 2ND FLOOR, ELDECO MALL, Sector 12, Faridabad, Haryana 121007, India",https://maps.google.com/?cid=5495552546862349026,ChIJf76QjNPdDDkR4jo5uOwfREw,Horrible experience no should visit totally time waste,cryptocurrency exchange Faridabad,YES
Boutique Forex Private Limited,090259 98989,,4.8,164,"Door no 923,924, 1st floor, Ganesh building, 1st floor, R-gold, Cross Cut Rd, Gandhipuram, Coimbatore, Tamil Nadu 641012, India",https://maps.google.com/?cid=2573926773620417041,ChIJNX7Lc_9YqDsRESKDa8NsuCM,"This place is highly professional , efficient and fast. They solve momey transfer in minutes. As foreigner , for  me in Coinbatore was realy hard to find someone professional and able to help me with ",cryptocurrency exchange Coimbatore,YES
𝗩𝗜𝗞𝗦𝗛𝗔𝗥𝗜 𝗙𝗢𝗥𝗘𝗫 𝗦𝗘𝗥𝗩𝗜𝗖𝗘𝗦 𝗣𝗩𝗧. 𝗟𝗧𝗗. - Currency Exchange in Bhopal | Money Exchange,088713 44518,http://www.vikshariforex.com/,4.9,149,"62, Peergate, Shop No - 2, 13, Neem Rd, above Bombay Mercantile Bank, Kali Basti, Peer Gate Area, Bhopal, Madhya Pradesh 462001, India",https://maps.google.com/?cid=2065708312761494334,ChIJ68tB_ItpfDkRPmu4D8Teqhw,"Very fast  service, very good behaviour. Excellent setup. All currency avilable at one stop. Must recommend all.those who plan to go out side the country.",cryptocurrency exchange Bhopal,YES
"Liberty Forex & Services, Western Union, Moneygram, Ria",079842 38355,,5,128,"GF 31, SHAKTI ARCADE, Science City Rd, Sola, Ahmedabad, Gujarat 380060, India",https://maps.google.com/?cid=4481030613990174706,ChIJsetW1wOdXjkR8u-IFprRLz4,"Liberty Forex in the Science City area provided an excellent currency exchange and money transfer experience. Funds were transferred quickly and safely to my son’s account. Charges were reasonable, an",cryptocurrency exchange Ahmedabad,YES
Zenith Forex Rajkot,,https://www.zenithforexonline.com/,5,124,"bldg office no 212a 2nd floor, Landmark Complex, near astron chowk, above icici bank, Astron Chowk, Sardarnagar, Rajkot, Gujarat 360001, India",https://maps.google.com/?cid=9047022918529984154,ChIJUVhX3v3LWTkRmibMRWl7jX0,"I recently convert 7lack INR to thai bath for our group tour.
Zenith staff was very co operative and very fastest service.
And trustable person

Specially thanks for hina ambavi
She was very supportiv",cryptocurrency exchange Rajkot,YES
TCI FOREX PVT LTD/Money Changer/Foreign Exchange Services/Money Transfer/ Abroad Fees transfer/outward remittances/,099366 55559,http://tciforex.com/,4.7,113,"City Center Mall, F121, The Mall Rd, Sadr Bazaar, Mirpur, Kanpur, Uttar Pradesh 208001, India",https://maps.google.com/?cid=10134848990654431599,ChIJO3NfvKZHnDkRbwEv1HU3pow,"Very prompt service n quick response.
Rates are also very competitive....no other Forex agent offered such a competitive quote .They provided quick door step service.
I am quite satisfied.",cryptocurrency exchange Kanpur,YES
GS Forex Services Pvt Ltd - Foreign Currency Exchange,096705 55577,http://www.gsforex.in/,4.7,107,"Shop # 16, New Janpath Complex, Ashok Marg, near Sriram Tower, Sadullah Nagar, Narahi Bazar, Narhi, Hazratganj, Lucknow, Uttar Pradesh 226001, India",https://maps.google.com/?cid=3351001365004971575,ChIJVRZSpAj9mzkRN274svwlgS4,Received a warm and seamless support from team at GS Forex Services. Special thanks to Raju Soni ji who has been super cooperative,buy bitcoin Lucknow,YES
RemitX - A division of Capital India Finance Ltd,079859 96902,http://www.remitx.com/,4.9,106,"Shop No. 22, Lower Ground Floor, Burlington Mall, Burlington Mall, Vidhan Sabha Marg, Lalbagh, Lucknow, Uttar Pradesh 226001, India",https://maps.google.com/?cid=4877536429270732393,ChIJn_M78BP9mzkRaY61RYp9sEM,"⭐⭐⭐⭐⭐
Excellent experience purchasing foreign currency from Capital India (RemitX).

I would like to give a special thanks to Rashid Ji, Franchisee Owner of Capital India, Burlington Arcade, Lucknow, ",buy bitcoin Lucknow,
Multimoney Forex Ltd. Ahmedabad,062923 16260,https://www.multimoney.co.in/currency-exchange-in-ahmedabad,5,102,"B/H Ganesh Plaza, Choice Restaurant Lane, FF4, Chimanlal Girdharlal Rd, Mithakhali, Navrangpura, Ahmedabad, Gujarat 380009, India",https://maps.google.com/?cid=1371859504500067343,ChIJqVXx53-FXjkRD0x4b_PSCRM,"Quick service
Genuine exchange rates
Trust worthy",cryptocurrency exchange Ahmedabad,YES
