name,phone,website,rating,reviews_count,address,maps_url,place_id,top_review,found_via,likely_noise
International Crypto-FX Institute,,,5,3,"27, Second Floor, Shop, near Ashiana Upvan, Judges Enclave, Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India",https://maps.google.com/?cid=21728597698325988,ChIJwdxZ-NfxDDkR5K1GYwsyTQA,This head teaches us in a different way and explains it very well❤️,bitcoin seller Ghaziabad,YES
Gujarat Bitcoin Tradelinks,096620 96620,,5,3,"45, 360002, Khodiyar Complex, Rajputpara Main Road, Rajputpara, Rajkot, Gujarat 360001, India",https://maps.google.com/?cid=11917029876893277877,ChIJsRkWXgXKWTkRtd7wrYjLYaU,best place in the rajkot for fund management,buy bitcoin Rajkot,
Royal Crypto Trade,,http://royalcryptotrade.com/,5,2,"185, Brigade Road, 650, 4th Cross Rd, Sidharata Colony, Santhosapuram, 6th Block, Koramangala, Bengaluru, Karnataka 560068, India",https://maps.google.com/?cid=4139458836655996099,ChIJY0yNFFgUrjsRw3w7UeFPcjk,,buy bitcoin Bangalore,
Crypto trading,,,5,2,"59, Rd Number 10, Kalyanpuri, Uppal, Hyderabad, Telangana 500039, India",https://maps.google.com/?cid=2724852644884430617,ChIJx1pAGw6ZyzsRGb-eKwuf0CU,They are really best advice at give market directio,cryptocurrency exchange Hyderabad,
Chennai crypto hub,096000 50044,,3,2,"42, Kambar St, Kamatchi Nagar, Old Pallavaram, Chennai, St.Thomas Mount-cum-Pallavaram, Tamil Nadu 600117, India",https://maps.google.com/?cid=6163205723050865871,ChIJ6-B4yE5fUjoRz_QZePMaiFU,Good,cryptocurrency exchange Chennai,
TokyoTechie | Cryptocurrency Development Company | Audit Company | Blockchain Development in India,070209 73768,https://tokyotechie.com/,3,2,"1858B, Rajdanga Main Rd, Shantipally, Rajdanga, East Kolkata Twp, Kolkata, West Bengal 700107, India",https://maps.google.com/?cid=8795180587816881847,ChIJE4Nh7eNxAjoRt448UCXCDno,Product pending over 8 months and no communication possible with the team whatsoever..,cryptocurrency exchange Kolkata,
CryptoFarm,,,5,2,"31, Topsia Rd, Topsia, Kolkata, West Bengal 700039, India",https://maps.google.com/?cid=9374078783005884872,ChIJhZBsqbh2AjoRyIGXtfxqF4I,First time,crypto trader Kolkata,
BITCOIN TRADING COMPANY,099054 04062,,5,2,"150, Mohan, Triveni Nagar, Arjun Nagar, Jaipur, Rajasthan 302018, India",https://maps.google.com/?cid=17177697534665847248,ChIJqXeak2K1bTkR0HHcfOVwY-4,Trade derivatives across asset classes. 80.84% of retail investor accounts lose money. Open an account in minutes. Enjoy 75+ indicators,bitcoin seller Jaipur,
Sykam Ramakrishna Reddy Bitcoin India,,https://www.facebook.com/bitcoin.india.fraud,1,2,"Shop no. 258, Sykam Reddy Services, 6th Floor, opp. HDFC bank, Pajifond, Madgaon, Goa 403601, India",https://maps.google.com/?cid=3256905561945012939,ChIJY6ZDRGezvzsRy_q5TlraMi0,"Fraud, looted many innocent people using Bitcoin Indian app.",bitcoin shop Goa,
"Crypto currency, Bitcoin",099163 45555,,5,2,"7JMG+PMR, Khb Colony, Kuvempu Nagar 1st Stage, Kuvempu Nagara, Mysuru, Karnataka 570023, India",https://maps.google.com/?cid=991096411473650420,ChIJU-JVb1NlrzsR9CINaO8UwQ0,Very good,cryptocurrency exchange Mysore,
Varanasi Bitcoin Trading & Investment,,,5,2,"Sri Ram Nagar Colony, Kailashpuri Colony, Varanasi, Uttar Pradesh 221106, India",https://maps.google.com/?cid=13448440496489631593,ChIJdyPgyNOhkjkRaQ8-8GB1oro,,cryptocurrency exchange Varanasi,
PCEX Crypto Trading,,,4,1,"J6HF+VV7, Barakhamba, New Delhi, Delhi 110001, India",https://maps.google.com/?cid=14895069171085734338,ChIJsy-6BCz9DDkRwvFvX37qtc4,Good approach,cryptocurrency exchange Delhi,
Arun Kumar Raghav - Bitcoin / Cryptocurrency Consultant in Delhi India,,https://www.crunchbase.com/person/arun-kumar-raghav-9ac2,5,1,"D-16/3, Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",https://maps.google.com/?cid=863662287398202883,ChIJ8YbYspf9DDkRA25FRkZY_As,Excellent,cryptocurrency exchange Delhi,
USDT BTC COINS FOR SALE AND PURCHASE,,,5,1,"H.No: 9, 1-67/Z/16, Bada Bazar Rd, Prashanth Nagar, Mehdipatnam, Hyderabad, Telangana 500008, India",https://maps.google.com/?cid=6461846198900832928,ChIJKZ5J6IqXyzsRoDqxruEWrVk,Trusted exchange worth price,cryptocurrency exchange Hyderabad,
A2ZCrypto: CRYPTO OTC DESK,090466 46293,https://www.a2zcryptoinvestment.com/,1,1,"181/4, 181, Acharya Prafulla Chandra Rd, Mohon Bagan Row, Block 4, Khanna, Shyam Bazar, Kolkata, West Bengal 700004, India",https://maps.google.com/?cid=2640619109242129503,ChIJD2gSQCJ3AjoRX0x82RZdpSQ,"Nothing works properly in their website. Hopeless service very very poor customer service, probably a scam. Customer service was rude and unprofessional.",cryptocurrency exchange Kolkata,
Bitcoin Mining and Rigs Setup Agency,070033 43038,,5,1,"GN 34/1, near Nalban Food Park, GN Block, Sector V, Bidhannagar, Kolkata, West Bengal 700091, India",https://maps.google.com/?cid=2696687319413795919,ChIJnxO9Bsx1AjoRT6z1T9SObCU,Excellent service,bitcoin seller Kolkata,
USDT sell Buy here,,,1,1,"JCWJ+F2F, Italgacha, Rajbari, Dum Dum, Kolkata, West Bengal 700079, India",https://maps.google.com/?cid=8979318260649470775,ChIJXzyXBQCf-DkRN6swM2LynHw,False,bitcoin seller Kolkata,
DIGIPAYON,,,5,1,"H9GC+VR4, Sankar Ghosh Ln, College Street Bata, Kora, Madhyamgram, Kolkata, West Bengal 700009, India",https://maps.google.com/?cid=12617794754865895469,ChIJYbIOhbZ3AjoRLZiRRHppG68,It's very helpful to reach the bitcoin ATM machine in Kolkata city,buy bitcoin Kolkata,
Usdt buy sell,089805 25609,,1,1,"Mahavir complex, Kailash Nagar, Majura Gate, Surat, Gujarat 395001, India",https://maps.google.com/?cid=18271608574613567472,ChIJe62hf19P4DsR8LfSBDHLkf0,,bitcoin seller Ahmedabad,
Cryptoxie FinTech Private Limited,089896 56586,https://www.cryptoxie.com/,5,1,"Level, 1, Tower A, Building, 10, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3027478394351172455,ChIJrc11sO8ZDTkRZ7t4NI_DAyo,,bitcoin seller Gurgaon,
TokyoTechie | Cryptocurrency Development Company | Audit Company | Blockchain Development in India,070209 73768,https://tokyotechie.com/,5,1,"6th Floor, Nine space, Brij Anukampa Tower, Ashok Marg, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, India",https://maps.google.com/?cid=333625555091986813,ChIJV_BH4u-1bTkRfRlAu6xGoQQ,,buy bitcoin Jaipur,
Bitcoin mining machine Wholesaler & Dealer in Lucknow,,,5,1,"Dainik Jagran Chauraha, Hazratganj, Lucknow, Uttar Pradesh 226001, India",https://maps.google.com/?cid=6177068053616955265,ChIJSy7gOlr9mzkRgY9A0apauVU,,buy bitcoin Lucknow,
"FumingTech Crypto MLM Software & Game Development, in Chandigarh",,https://www.fumingtech.in/,5,1,"3325A, near police Station, Sector 24D, Sector 24, Chandigarh, 160023, India",https://maps.google.com/?cid=6912804973260735622,ChIJObCIecntDzkRhoTCYH83718,Very great application development fumingtech. Thank you FumingTech and All Staff.🙏🏻,buy bitcoin Chandigarh,YES
"MLM Software Bhopal | | Website Development Company in Bhopal | Crypto MLM Plan, Investment Plan from Bhopal MLM Agency",,https://www.dngwebdeveloper.com/mlm-software,5,1,"DB City Mall, Zone-I, Maharana Pratap Nagar, Bhopal, Madhya Pradesh 462011, India",https://maps.google.com/?cid=2896916272345619447,ChIJtxdUhUzs4KUR95s1TQDqMyg,"MLM Software Company Bhopal is one of the most trusted names for network marketing and direct selling software solutions. They specialize in Crypto MLM Plans, Investment Plans, and customizable MLM so",bitcoin seller Bhopal,YES
LSS Crypto Service,,,5,1,"Vijay Plaza, MG Rd, Kamaraj Nagar, Avarampalayam, Illango Nagar, Coimbatore, Tamil Nadu 641006, India",https://maps.google.com/?cid=8505066563224606025,ChIJW7WZanFZqDsRSRUOPPoQCHY,,buy bitcoin Coimbatore,
jurisloomforum,086086 66000,https://www.jurisloomforum.com/,5,1,"3rd floor, saradha devi street, Ramakrishnapuram, Gopalakrishnapuram, Ganapathy, Coimbatore, Tamil Nadu 641006, India",https://maps.google.com/?cid=18194474562726772257,ChIJacSM0T6C2GwRIb41YjfCf_w,"Nice experts, I went for a crypto company compliance, they are well educated in field of Blockchain and law, very much satisfied",buy bitcoin Coimbatore,
BHUSHAN JAYWANT PAGARE TRADERS,,,5,1,"Flat no D7, Silver Star society, Dindori Road, behind old petrol pump, Samruddhi colony, Mhasrul, Mahanagar Palika, Nashik, Maharashtra 422003, India",https://maps.google.com/?cid=14008552842812739427,ChIJ8fk0Y8jr3TsRY08kDZdgaMI,"Here’s a sample Google My Business review that a satisfied customer might leave for BHUSHAN JAWANT PAGARE TRADERS:

⸻

⭐⭐⭐⭐⭐
I had a great experience with BHUSHAN JAWANT PAGARE TRADERS. Their USDT buy",sell bitcoin Nashik,
"Best Cryptocurrency Coin Token, MLM Software Development Company in Ghaziabad Delhi India",084749 97443,https://www.asconsultancy.in.net/,4,1,"Chamber No 6, Trishul Tower, Anand Vihar, Kaushambi, Ghaziabad, Uttar Pradesh 201010, India",https://maps.google.com/?cid=3626614587391158308,ChIJlzyhPvr7DDkRJCizqsBSVDI,"i am Very Impress of 1st Meeting Regarding MLM Software , Thanks for Best  Concept .",cryptocurrency exchange Ghaziabad,YES
Bitcoin Invest,,,1,1,"4PWV+4C6, Ganapati Nagar, Lal Ganesh, Guwahati, Assam 781018, India",https://maps.google.com/?cid=350627482085780387,ChIJqaqqmuhbWjcRo2s2Vtat3QQ,We are here to loot your money,bitcoin seller Guwahati,
World Coin Exchange,,,,,"Shop Number UGF, Vyapar Kendra Market, Metro Station, 124A, Vyapar Kendra Rd, near Huda City Centre, Sec-43, Block C2, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=17816036640572409664,ChIJ70IKQcMYDTkRQIepYu5GP_c,,p2p crypto Delhi,
World Coin Buy and Sell (wld coin withdrawal service),,,,,"BASAVANAGUDI BANGALORE, KARNATAKA (KA), India (IN), Pin Code:- 560004, Basavanagudi, Bengaluru, Karnataka 560004, India",https://maps.google.com/?cid=243972595939363354,ChIJ6TgxWlgVrjsRGkrli8jDYgM,,bitcoin seller Bangalore,
World Coin Sell and Buy,,,,,"municipal office road, Ambedkar Colony, Nehru Nagar, Bengaluru, Karnataka 560064, India",https://maps.google.com/?cid=18403283345537204786,ChIJjc7OStkZrjsRMoKbr7KYZf8,,bitcoin seller Bangalore,
USDT Buying and Selling crypto,082473 65586,https://sparkling-moonbeam-386bcb.netlify.app/,,,"Ruby Block, Kompally, Hyderabad, Telangana 500010, India",https://maps.google.com/?cid=14433502755419920262,ChIJHcwl-ZuFyzsRhhdtuUgaTsg,,bitcoin seller Hyderabad,
Formidable X Usdt Buying & Selling,,,,,"Golconda Fort, Uppuguda, Sadath Nagar, Hyderabad, Telangana 500053, India",https://maps.google.com/?cid=15680251048232260179,ChIJBW1oGlOZyzsRU5LUNkBxm9k,,bitcoin seller Hyderabad,
USDT BTC CRYPTOCURRENCY BUY AND SELL IN HYDERABAD KINNU COMPANY,062816 62581,,,,"Victoria memorial, Road No. 5, NTR Nagar, Kothapet, Hyderabad, Telangana 500102, India",https://maps.google.com/?cid=4924251065706267391,ChIJ8_PfWcGZyzsR_8JCJEF0VkQ,,bitcoin seller Hyderabad,
Onex,,https://www.onexweb3.com/,,,"1-10-176, Green Towers, ALT.F, Pillar No.1385, Building, beside Varun Motors, Mayur Marg, Begumpet, Hyderabad, Telangana 500016, India",https://maps.google.com/?cid=12691324612959105776,ChIJ9a9OKn2RyzsR8HKZdH6kILA,,buy bitcoin Hyderabad,
Sonamintcoin,,https://sonamintcoin.com/,,,"101, 2nd Floor, P.H. Road, Ch-107, Pallavan Nagar, Nerkundram, Chennai, Tamil Nadu 600107, India",https://maps.google.com/?cid=10006985350429134525,ChIJ1TSGWPlhUjoRvc7dLCj034o,,buy bitcoin Chennai,
Chitra crypto,,,,,"5/11, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",https://maps.google.com/?cid=1613669795459763559,ChIJwXzftOBnUjoRZw0oHyHoZBY,,buy bitcoin Chennai,
cryptowallet,,,,,"asalam road, Bikramgarh, Jadavpur, Kolkata, West Bengal 700019, India",https://maps.google.com/?cid=5779666070628936809,ChIJ3d7WZt5xAjoRaSw3VKt_NVA,,buy bitcoin Kolkata,
BITCOIN LAMINATE INDUSTRIES,,,,,"Alok Estate, shed No -106, GUJARAT VEPARI MAHAMANDAL, B/h, nr. Odhav Road, Saymji Krishna Varma Nagar, Odhav Industrial Estate, Odhav, Ahmedabad, Gujarat 382415, India",https://maps.google.com/?cid=6768654886601205741,ChIJXQBmwe2HXjkR7acT68EX710,,buy bitcoin Ahmedabad,
Coin sale and buy,,,,,"C Block, Pocket C, Sector 19, Noida, Uttar Pradesh 201301, India",https://maps.google.com/?cid=10245018250294432744,ChIJsaP0QablDDkR6JMxdtGdLY4,,buy bitcoin Noida,
Trade_With RajSahay- Best Stock|Share Market Classes in Jaipur|Best Forex Trading|Equity|Commodity|Bitcoin,098544 44431,,,,"Pradhan Marg, near Dana Pani Or Shankar Puliya, Vidyut Abhiyanta Colony, Sector 4, Malviya Nagar, Jaipur, Rajasthan 302017, India",https://maps.google.com/?cid=8344219677032536273,ChIJK1YPg-u3bTkR0VhZMZafzHM,,buy bitcoin Jaipur,YES
Crypto MLM Software Company Lucknow,,https://mlmsoftwarecompany.in/,,,"First Floor, Apex Tower, Office no, Habibullah Street, Prem Nagar, Hazratganj, Lucknow, Uttar Pradesh 226001, India",https://maps.google.com/?cid=3268920874173313774,ChIJt_y_BIb9mzkR7rL1LzeKXS0,,buy bitcoin Lucknow,YES
Cryptocurrencyusa | Crypto Lawyer | SEC | MSB | AML LICENSING,,https://cryptocurrencyusa.in/,,,"Quiet Office 4, 35A, Sector 35, Chandigarh, 160022, India",https://maps.google.com/?cid=5951789433533407471,ChIJz_TOSlvtDzkR76Cus_QAmVI,,cryptocurrency exchange Chandigarh,
Crypto solution,,,,,"3415, 15D, Sector 15, Chandigarh, 160015, India",https://maps.google.com/?cid=14579832075165309852,ChIJxxsV2k7tDzkRnBsTbQb4Vco,,buy bitcoin Chandigarh,
JFS TRADERS CRYPTO,,,,,"00, Sector 5, Kurukshetra, Haryana 136118, India",https://maps.google.com/?cid=6523588028587920749,ChIJObz3nMJHDjkRbU35oL9wiFo,,crypto trader Chandigarh,
Outlaw trading in crypto p2p,099969 31181,,,,"Binance OutlawGunman69, SSM Colony, Jain Colony, Yamuna Nagar, Haryana 135001, India",https://maps.google.com/?cid=15705592829905121477,ChIJ4_zmJMr5DjkRxbBqjXd59dk,,crypto trader Chandigarh,
Trade Empyria Crypto,,,,,"AB Rd, Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010, India",https://maps.google.com/?cid=10241631213464552998,ChIJOW9ePhsdYzkRJoYbf1OVIY4,,buy bitcoin Indore,
AIPF Crypto World,,,,,"C-311, Sagar Grn Hls Flts Rd, near Amarnath Colony, Mahabali Nagar, Kolar Rd, Bhopal, Madhya Pradesh 462042, India",https://maps.google.com/?cid=15542521890491277237,ChIJhS5YscFDfDkRtR93xE8hstc,,buy bitcoin Bhopal,
MLM Software Company In Bhopal & Crypto Developers,,https://mlmsoftwarecompany.in/,,,"12A No. Market, Krishna emporio, above StarBucks and KFC, E-4, Arera Colony, Bhopal, Madhya Pradesh 462016, India",https://maps.google.com/?cid=7422560804546950262,ChIJc5shbstDfDkRdjTCrrk7Amc,,buy bitcoin Bhopal,YES
Crypto tea stall,,https://sites.google.com/view/crypto-tea-stall/%E0%A4%AE%E0%A4%96%E0%A4%AF%E0%A4%AA%E0%A4%B7%E0%A4%A0,,,"Naya Pura, Kolar Rd, Bhopal, Madhya Pradesh 462042, India",https://maps.google.com/?cid=12689576404001264088,ChIJM0knXkVDfDkR2JGs1oFuGrA,,buy bitcoin Bhopal,
Indian & crypto trading,,,,,"Sector B, Govindpura, Bhopal, Madhya Pradesh 462023, India",https://maps.google.com/?cid=7076618962565132824,ChIJ8309gyNDfDkRGPJ88nMzNWI,,crypto trader Bhopal,
Crypto MLM Software Company in Kanpur,,https://mlmsoftwarecompany.in/,,,"Office no 202A, Second floor, Company Bagh Chauraha, above Zudio, Vishnupuri, Tilak Nagar, Kanpur, Uttar Pradesh 208002, India",https://maps.google.com/?cid=1938526517952240739,ChIJZ5KQBX05nDkRY9w36pgH5xo,,buy bitcoin Kanpur,YES
The Bitcoinhub,098942 22802,,,,"9/27, 9th St, Tatabad, Coimbatore, Tamil Nadu 641012, India",https://maps.google.com/?cid=4502232215499973992,ChIJv2gkofhYqDsRaCUynVgkez4,,cryptocurrency exchange Coimbatore,
BITCOIN ACADEMY,099671 23697,https://bitcoinacademy.in/,,,"Office no, 2nd Floor, Nav Santosh Apt, B-Cabin, A-7, Naupada, Thane West, Thane, Maharashtra 400602, India",https://maps.google.com/?cid=6294308208357679452,ChIJB_ZKDXyT5zsRXCH8gfffWVc,,buy bitcoin Thane,YES
Crypto International Packers And Movers Mumbai,072080 57473,,,,"Shop No.03, Ghodbunder Rd, Gaimukh Gaon, Thane West, Thane, Maharashtra 400615, India",https://maps.google.com/?cid=2664363060522695055,ChIJF7nV1Sm75zsRj7kgTxa4-SQ,,buy bitcoin Thane,
BTC. Tour & Travels,099909 44250,,,,"E-1422, Dabua Colony, Sector 51, Faridabad, Haryana 121001, India",https://maps.google.com/?cid=3157329574740866340,ChIJDVBJSYPfDDkRJLVDHYUW0Ss,,buy bitcoin Faridabad,
Crypto trust,,,,,"Flat no 1110, Sahibabad Industrial Area Site 4, Sahibabad, Ghaziabad, Uttar Pradesh 201010, India",https://maps.google.com/?cid=16748189123635263226,ChIJmbYaT5b7DDkR-jZXsUWFbeg,,buy bitcoin Ghaziabad,
BTC (KVALIT-UP WEST),,,,,"KH 75, Plot 9, near Green Hotel, Budh Vihar, Bahrampur, Vijay Nagar, Ghaziabad, Uttar Pradesh 201009, India",https://maps.google.com/?cid=4703113656204161579,ChIJnWKfUjTvDDkRK3JWwPPQREE,,buy bitcoin Ghaziabad,
MLM Software Company in Goa & Crypto MLM Software Developer,,https://mlmsoftwarecompany.in/,,,"Shop No. 32, Ella cidade complex, near HDFC bank, Old Goa, Goa 403402, India",https://maps.google.com/?cid=16223491923168111482,ChIJiVp0I4m_vzsReqvayPJrJeE,,buy bitcoin Goa,YES
"LEARN TO EARN- Forex, Crypto, Derivatives (Future & Options)",,,,,"H.NO. 317, Nr, Someshwar Temple, Sirvoi, Quepem, Sirvoi, Goa 403705, India",https://maps.google.com/?cid=7088388192358452679,ChIJ66CQbBatvzsRx02ZS4EDX2I,,crypto trader Goa,YES
Crypto Alluminium,,,,,"Hockey Stadium Rd, near Modern Car Wash, Sawkuchi, Guwahati, Assam 781040, India",https://maps.google.com/?cid=10375684728244747570,ChIJlRBYaLhfWjcRMj15oEnW_Y8,,buy bitcoin Guwahati,
Crypto Solutions,097067 90022,,,,"1st Floor, Lahkar commercial Complex, Assam Trunk Rd, Tokobari Satra, Guwahati, Assam 781001, India",https://maps.google.com/?cid=10544359241541265798,ChIJ5Sa7txtbWjcRhqksIN0WVZI,,buy bitcoin Guwahati,
Crypto Traders,063869 17425,,,,"Ram Nivas, Susuwahi, Varanasi, Uttar Pradesh 221011, India",https://maps.google.com/?cid=10867757057171024966,ChIJz1hu7cUzjjkRRmzssXYH0pY,,buy bitcoin Varanasi,
